Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days,No Rain,Light Rainfall,moderate,Heavy,Very Heavy,YEAR,August,September,Rainy Day,Very Light,Light,Moderate,Extremely Heavy,Rainy Days(out of 122)
2015.0,207,Kumarambheem Asifabad,Kerameri,296.0,150.0,72.4,296.6,815.0,35.0,86,27.0,5.0,2,2,,,,,,,,,
2015.0,211,Kumarambheem Asifabad,Kouthala,404.8,141.6,262.0,137.8,946.2,43.0,77,29.0,12.0,4,0,,,,,,,,,
2015.0,203,Kumarambheem Asifabad,Lingapur,290.8,235.2,156.0,330.0,1012.0,45.0,73,33.0,12.0,3,1,,,,,,,,,
2015.0,214,Kumarambheem Asifabad,Penchikalpet,432.2,90.4,370.8,155.8,1049.2,40.0,74,32.0,13.0,1,2,,,,,,,,,
2015.0,205,Kumarambheem Asifabad,Rebbana,277.4,117.6,190.4,199.8,785.2,44.0,76,31.0,13.0,2,0,,,,,,,,,
2015.0,210,Kumarambheem Asifabad,Sirpur_T,333.8,134.4,236.2,220.8,925.2,44.0,73,31.0,13.0,5,0,,,,,,,,,
2015.0,202,Kumarambheem Asifabad,Sirpur_U,290.8,235.2,156.0,330.0,1012.0,45.0,73,33.0,12.0,3,1,,,,,,,,,
2015.0,204,Kumarambheem Asifabad,Tiryani,233.8,170.2,111.6,264.6,780.2,34.0,80,26.0,14.0,2,0,,,,,,,,,
2015.0,208,Kumarambheem Asifabad,Wankdi,328.8,246.8,80.0,186.0,841.6,41.0,74,29.0,16.0,3,0,,,,,,,,,
2015.0,1003,Mahabubabad,Bayyaram,394.2,127.8,283.2,189.8,995.0,45.0,75,24.0,21.0,2,0,,,,,,,,,
2015.0,1012,Mahabubabad,Chinnagudur,388.8,76.2,236.2,250.2,951.4,43.0,79,25.0,15.0,3,0,,,,,,,,,
2015.0,1014,Mahabubabad,Danthalapalle,275.8,24.0,121.2,92.4,513.4,31.0,86,25.0,10.0,1,0,,,,,,,,,
2015.0,1005,Mahabubabad,Dornakal,508.0,98.4,197.6,108.2,912.2,41.0,76,25.0,19.0,2,0,,,,,,,,,
2015.0,1002,Mahabubabad,Ganagavaram,481.9,154.0,213.0,208.0,1056.9,49.0,73,27.0,18.0,3,1,,,,,,,,,
2015.0,1004,Mahabubabad,Garla,445.2,91.0,196.8,180.6,913.6,40.0,76,30.0,13.0,3,0,,,,,,,,,
2015.0,1008,Mahabubabad,Gudur,557.4,108.4,246.2,138.0,1050.0,38.0,84,21.0,13.0,3,1,,,,,,,,,
2015.0,1009,Mahabubabad,Kesamudram,390.4,144.6,185.8,164.2,885.0,41.0,78,22.0,21.0,1,0,,,,,,,,,
2015.0,1001,Mahabubabad,Kothaguda,481.9,154.0,213.0,208.0,1056.9,49.0,73,27.0,18.0,3,1,,,,,,,,,
2015.0,1006,Mahabubabad,Kuravi,552.6,71.0,409.2,202.8,1235.6,46.0,75,26.0,17.0,3,1,,,,,,,,,
2015.0,1007,Mahabubabad,Mahabubabad,381.2,139.2,354.4,194.6,1069.4,46.0,76,25.0,18.0,2,1,,,,,,,,,
2015.0,1013,Mahabubabad,Maripeda,388.8,76.2,236.2,250.2,951.4,43.0,79,25.0,15.0,3,0,,,,,,,,,
2015.0,1011,Mahabubabad,Narsimhulapet,275.8,24.0,121.2,92.4,513.4,31.0,86,25.0,10.0,1,0,,,,,,,,,
2015.0,1010,Mahabubabad,Nellikudur,477.0,55.0,352.0,167.2,1051.2,40.0,77,24.0,20.0,0,1,,,,,,,,,
2015.0,1016,Mahabubabad,Peddavangara,406.4,54.2,182.8,203.4,846.8,35.0,87,20.0,12.0,2,1,,,,,,,,,
2015.0,1015,Mahabubabad,Thorrur,497.0,52.6,332.0,208.2,1089.8,38.0,78,22.0,18.0,4,0,,,,,,,,,
2015.0,2518,Mahabubnagar,Addakal,155.2,16.0,173.4,69.6,414.2,25.0,91,22.0,9.0,0,0,,,,,,,,,
2015.0,2523,Mahabubnagar,Balanagar,50.6,18.4,74.0,135.4,278.4,21.0,97,19.0,6.0,0,0,,,,,,,,,
2015.0,2520,Mahabubnagar,Bhoothpur,88.2,18.8,113.2,127.0,347.2,26.0,90,26.0,6.0,0,0,,,,,,,,,
2015.0,2508,Mahabubnagar,Chinna_Chintha_Kunta,57.0,13.0,80.0,79.8,229.8,24.0,96,22.0,4.0,0,0,,,,,,,,,
2015.0,2501,Mahabubnagar,Damaragidda,41.6,42.4,120.4,158.2,362.6,25.0,96,18.0,8.0,0,0,,,,,,,,,
2015.0,2517,Mahabubnagar,Devarkadara,102.0,10.0,248.0,55.0,415.0,27.0,85,27.0,10.0,0,0,,,,,,,,,
2015.0,2510,Mahabubnagar,Dhanwada,100.0,52.0,172.0,150.0,474.0,29.0,87,23.0,12.0,0,0,,,,,,,,,
2015.0,2514,Mahabubnagar,Gandeed,56.2,17.4,91.2,43.8,208.6,24.0,96,22.0,4.0,0,0,,,,,,,,,
2015.0,2515,Mahabubnagar,Hanwada,94.8,22.0,90.2,115.2,322.2,20.0,97,19.0,6.0,0,0,,,,,,,,,
2015.0,2525,Mahabubnagar,Jadcherla,62.2,15.4,91.8,40.6,210.0,21.0,96,24.0,2.0,0,0,,,,,,,,,
2015.0,2511,Mahabubnagar,Koilkonda,60.4,43.4,170.4,98.8,373.0,30.0,87,27.0,8.0,0,0,,,,,,,,,
2015.0,2513,Mahabubnagar,Kosgi,82.8,13.0,122.2,70.0,288.0,17.0,105,11.0,6.0,0,0,,,,,,,,,
2015.0,2505,Mahabubnagar,Krishna,94.0,40.0,147.0,151.0,432.0,26.0,95,17.0,10.0,0,0,,,,,,,,,
2015.0,2512,Mahabubnagar,Maddur,46.0,29.6,85.8,107.0,268.4,21.0,94,23.0,5.0,0,0,,,,,,,,,
2015.0,2504,Mahabubnagar,Maganoor,94.0,40.0,147.0,151.0,432.0,26.0,95,17.0,10.0,0,0,,,,,,,,,
2015.0,2516,Mahabubnagar,Mahabubnagar_Rural,96.1,29.4,135.5,130.4,391.4,32.0,60,53.0,9.0,0,0,,,,,,,,,
2015.0,2521,Mahabubnagar,Mahabubnagar_Urban,79.4,21.2,114.4,253.2,468.2,27.0,92,21.0,8.0,1,0,,,,,,,,,
2015.0,2506,Mahabubnagar,Makthal,46.0,15.0,170.0,158.0,389.0,25.0,91,23.0,8.0,0,0,,,,,,,,,
2015.0,2509,Mahabubnagar,Marikal,100.0,52.0,172.0,150.0,474.0,29.0,87,23.0,12.0,0,0,,,,,,,,,
2015.0,2526,Mahabubnagar,Midjil,94.0,10.0,37.2,48.0,189.2,19.0,101,17.0,4.0,0,0,,,,,,,,,
2015.0,2519,Mahabubnagar,Musapet,155.2,16.0,173.4,69.6,414.2,25.0,91,22.0,9.0,0,0,,,,,,,,,
2015.0,2502,Mahabubnagar,Narayanpet,62.2,18.8,153.8,217.4,452.2,32.0,83,28.0,11.0,0,0,,,,,,,,,
2015.0,2507,Mahabubnagar,Narva,114.4,60.4,133.6,159.0,467.4,28.0,90,21.0,11.0,0,0,,,,,,,,,
2015.0,2522,Mahabubnagar,Nawabpet,97.4,55.0,152.2,118.8,423.4,30.0,84,30.0,8.0,0,0,,,,,,,,,
2015.0,2524,Mahabubnagar,Rajapur,50.6,18.4,74.0,135.4,278.4,21.0,97,19.0,6.0,0,0,,,,,,,,,
2015.0,2503,Mahabubnagar,Utkoor,64.0,35.0,243.0,133.0,475.0,30.0,90,23.0,9.0,0,0,,,,,,,,,
2015.0,311,Mancherial,Bellampalle,348.6,200.6,173.6,172.8,895.6,40.0,72,33.0,15.0,1,1,,,,,,,,,
2015.0,307,Mancherial,Bheemini,272.4,128.4,255.2,157.2,813.2,43.0,79,26.0,15.0,2,0,,,,,,,,,
2015.0,316,Mancherial,Bhimaram,333.2,226.8,154.2,131.4,845.6,36.0,72,35.0,12.0,2,1,,,,,,,,,
2015.0,317,Mancherial,Chennur,336.6,181.8,200.6,102.6,821.6,42.0,78,26.0,17.0,1,0,,,,,,,,,
2015.0,302,Mancherial,Dandepalle,158.0,190.6,197.4,184.2,730.2,38.0,79,30.0,12.0,0,1,,,,,,,,,
2015.0,304,Mancherial,Hajipur,216.4,213.2,121.8,245.0,796.4,41.0,66,39.0,15.0,2,0,,,,,,,,,
2015.0,315,Mancherial,Jaipur,333.2,226.8,154.2,131.4,845.6,36.0,72,35.0,12.0,2,1,,,,,,,,,
2015.0,301,Mancherial,Jannaram,199.2,183.6,243.8,229.2,855.8,39.0,72,36.0,12.0,1,1,,,,,,,,,
2015.0,308,Mancherial,Kannepalli,272.4,128.4,255.2,157.2,813.2,43.0,79,26.0,15.0,2,0,,,,,,,,,
2015.0,305,Mancherial,Kasipet,301.4,269.8,223.8,193.2,988.2,43.0,68,41.0,9.0,3,1,,,,,,,,,
2015.0,318,Mancherial,Kotapalle,353.4,237.8,229.8,162.8,983.8,34.0,84,22.0,12.0,3,1,,,,,,,,,
2015.0,303,Mancherial,Luxettipet,238.4,252.6,200.2,222.0,913.2,48.0,74,26.0,20.0,1,1,,,,,,,,,
2015.0,313,Mancherial,Mancherial,216.4,213.2,121.8,245.0,796.4,41.0,66,39.0,15.0,2,0,,,,,,,,,
2015.0,312,Mancherial,Mandamarri,174.4,255.4,187.8,169.4,787.0,40.0,69,35.0,15.0,3,0,,,,,,,,,
2015.0,314,Mancherial,Naspur,216.4,213.2,121.8,245.0,796.4,41.0,66,39.0,15.0,2,0,,,,,,,,,
2015.0,310,Mancherial,Nennal,370.8,128.2,228.4,143.4,870.8,34.0,83,23.0,14.0,1,1,,,,,,,,,
2015.0,306,Mancherial,Tandur,236.6,148.2,141.0,201.2,727.0,42.0,71,39.0,10.0,2,0,,,,,,,,,
2015.0,309,Mancherial,Vemanpalle,511.0,121.4,348.2,155.8,1136.4,42.0,68,32.0,18.0,3,1,,,,,,,,,
2015.0,1703,Medak,Alladurg,63.8,78.6,90.0,174.2,406.6,27.0,90,22.0,10.0,0,0,,,,,,,,,
2015.0,1709,Medak,Chegunta,136.2,89.0,148.6,145.0,518.8,31.0,84,30.0,8.0,0,0,,,,,,,,,
2015.0,1714,Medak,Chilipched,71.8,79.2,159.4,119.4,429.8,33.0,88,23.0,11.0,0,0,,,,,,,,,
2015.0,1706,Medak,Havelighanpur,158.4,56.2,169.4,116.0,500.0,35.0,77,36.0,9.0,0,0,,,,,,,,,
2015.0,1715,Medak,Kowdipalle,71.8,79.2,159.4,119.4,429.8,33.0,88,23.0,11.0,0,0,,,,,,,,,
2015.0,1713,Medak,Kulcharam,111.0,60.2,175.4,68.4,415.0,32.0,87,26.0,9.0,0,0,,,,,,,,,
2015.0,1720,Medak,Manoharabad,101.8,46.6,81.4,57.4,287.2,25.0,90,28.0,4.0,0,0,,,,,,,,,
2015.0,1712,Medak,Medak,158.4,56.2,169.4,116.0,500.0,35.0,77,36.0,9.0,0,0,,,,,,,,,
2015.0,1716,Medak,Narsapur,106.6,90.6,221.0,169.6,587.8,35.0,84,28.0,8.0,2,0,,,,,,,,,
2015.0,1710,Medak,Narsingi,125.4,93.4,194.0,148.2,561.0,34.0,84,29.0,9.0,0,0,,,,,,,,,
2015.0,1708,Medak,Nizampet,180.8,55.0,137.8,197.4,571.0,35.0,83,28.0,10.0,1,0,,,,,,,,,
2015.0,1705,Medak,Papannapet,85.6,67.0,171.4,91.4,415.4,33.0,89,25.0,8.0,0,0,,,,,,,,,
2015.0,1707,Medak,Ramayampet,180.8,55.0,137.8,197.4,571.0,35.0,83,28.0,10.0,1,0,,,,,,,,,
2015.0,1702,Medak,Regode,126.8,90.0,176.6,135.8,529.2,36.0,83,30.0,9.0,0,0,,,,,,,,,
2015.0,1701,Medak,Shankarampet_A,139.2,44.8,157.4,93.2,434.6,30.0,80,32.0,10.0,0,0,,,,,,,,,
2015.0,1711,Medak,Shankarampet_R,125.4,93.4,194.0,148.2,561.0,34.0,84,29.0,9.0,0,0,,,,,,,,,
2015.0,1717,Medak,Shivampet,101.8,46.6,81.4,57.4,287.2,25.0,90,28.0,4.0,0,0,,,,,,,,,
2015.0,1704,Medak,Tekmal,57.2,67.4,198.2,116.2,439.0,30.0,88,27.0,6.0,1,0,,,,,,,,,
2015.0,1719,Medak,Tupran,200.2,47.4,164.0,80.0,491.6,36.0,80,32.0,10.0,0,0,,,,,,,,,
2015.0,1718,Medak,Yeldurthy,78.4,40.2,91.0,69.0,278.6,29.0,79,39.0,4.0,0,0,,,,,,,,,
2015.0,2107,Medchal_Malkajgiri,Alwal,188.2,66.0,59.2,181.2,494.6,31.0,84,28.0,10.0,0,0,,,,,,,,,
2015.0,2103,Medchal_Malkajgiri,Bachpalle,180.0,40.4,61.4,147.4,429.2,25.0,90,23.0,9.0,0,0,,,,,,,,,
2015.0,2106,Medchal_Malkajgiri,Balanagar,149.4,49.2,31.0,95.0,324.6,21.0,98,17.0,7.0,0,0,,,,,,,,,
2015.0,2102,Medchal_Malkajgiri,Dundigal_Gandimaisamma,180.0,40.4,61.4,147.4,429.2,25.0,90,23.0,9.0,0,0,,,,,,,,,
2015.0,2114,Medchal_Malkajgiri,Ghatkesar,148.4,33.4,43.6,219.4,444.8,28.0,90,22.0,9.0,1,0,,,,,,,,,
2015.0,2111,Medchal_Malkajgiri,Kapra,139.0,55.4,55.4,213.8,463.6,33.0,84,29.0,9.0,0,0,,,,,,,,,
2015.0,2113,Medchal_Malkajgiri,Keesara,139.0,55.4,55.4,213.8,463.6,33.0,84,29.0,9.0,0,0,,,,,,,,,
2015.0,2105,Medchal_Malkajgiri,Kukatpally,149.4,49.2,31.0,95.0,324.6,21.0,98,17.0,7.0,0,0,,,,,,,,,
2015.0,2108,Medchal_Malkajgiri,Malkajgiri,188.2,66.0,59.2,181.2,494.6,31.0,84,28.0,10.0,0,0,,,,,,,,,
2015.0,2101,Medchal_Malkajgiri,Medchel,135.8,41.2,139.0,93.2,409.2,27.0,92,17.0,13.0,0,0,,,,,,,,,
2015.0,2110,Medchal_Malkajgiri,Medipally,148.4,33.4,43.6,219.4,444.8,28.0,90,22.0,9.0,1,0,,,,,,,,,
2015.0,2104,Medchal_Malkajgiri,Quthbullapur,180.0,40.4,61.4,147.4,429.2,25.0,90,23.0,9.0,0,0,,,,,,,,,
2015.0,2112,Medchal_Malkajgiri,Shamirpet,110.0,27.6,69.6,93.2,300.4,24.0,85,31.0,6.0,0,0,,,,,,,,,
2015.0,2109,Medchal_Malkajgiri,Uppal,158.4,55.6,66.4,152.2,432.6,25.0,96,18.0,7.0,1,0,,,,,,,,,
2015.0,2812,Nagarkurnool,Achampet,101.0,52.0,75.0,69.0,297.0,21.0,95,19.0,8.0,0,0,,,,,,,,,
2015.0,2813,Nagarkurnool,Amrabad,126.0,92.0,128.0,249.0,595.0,34.0,88,24.0,10.0,0,0,,,,,,,,,
2015.0,2815,Nagarkurnool,Balmoor,98.2,40.0,80.8,65.0,284.0,23.0,96,22.0,4.0,0,0,,,,,,,,,
2015.0,2802,Nagarkurnool,Bijinapalle,118.4,24.4,105.4,42.8,291.0,26.0,93,22.0,7.0,0,0,,,,,,,,,
2015.0,2807,Nagarkurnool,Charakonda,45.4,4.0,77.6,85.4,212.4,19.0,98,20.0,4.0,0,0,,,,,,,,,
2015.0,2809,Nagarkurnool,Kalwakurthy,51.4,33.0,133.6,72.2,290.2,24.0,94,24.0,4.0,0,0,,,,,,,,,
2015.0,2818,Nagarkurnool,Kodair,29.0,50.0,35.0,122.0,236.0,22.0,92,24.0,6.0,0,0,,,,,,,,,
2015.0,2819,Nagarkurnool,Kollapur,117.0,70.2,133.8,143.4,464.4,32.0,82,30.0,10.0,0,0,,,,,,,,,
2015.0,2816,Nagarkurnool,Lingal,37.0,64.0,50.0,43.0,194.0,11.0,99,19.0,4.0,0,0,,,,,,,,,
2015.0,2803,Nagarkurnool,Nagar_Kurnool,92.6,50.0,88.4,117.6,348.6,25.0,87,29.0,6.0,0,0,,,,,,,,,
2015.0,2814,Nagarkurnool,Padra,126.0,92.0,128.0,249.0,595.0,34.0,88,24.0,10.0,0,0,,,,,,,,,
2015.0,2817,Nagarkurnool,Peddakothapalle,32.4,64.0,46.2,110.4,253.0,22.0,93,25.0,4.0,0,0,,,,,,,,,
2015.0,2820,Nagarkurnool,Pentlavelli,117.0,70.2,133.8,143.4,464.4,32.0,82,30.0,10.0,0,0,,,,,,,,,
2015.0,2804,Nagarkurnool,Tadoor,22.6,14.6,45.8,55.4,138.4,17.0,96,26.0,0.0,0,0,,,,,,,,,
2015.0,2810,Nagarkurnool,Telkapalle,64.0,57.4,80.2,111.0,312.6,29.0,90,26.0,6.0,0,0,,,,,,,,,
2015.0,2801,Nagarkurnool,Thimmajipeta,99.2,11.0,194.6,68.4,373.2,23.0,98,13.0,11.0,0,0,,,,,,,,,
2015.0,2811,Nagarkurnool,Uppunuthala,56.0,32.0,39.0,50.0,177.0,21.0,98,22.0,2.0,0,0,,,,,,,,,
2015.0,2805,Nagarkurnool,Urkonda,94.0,10.0,37.2,48.0,189.2,19.0,101,17.0,4.0,0,0,,,,,,,,,
2015.0,2808,Nagarkurnool,Vangoor,45.4,4.0,77.6,85.4,212.4,19.0,98,20.0,4.0,0,0,,,,,,,,,
2015.0,2806,Nagarkurnool,Veldanda,13.8,45.2,53.6,114.8,227.4,17.0,96,22.0,4.0,0,0,,,,,,,,,
2015.0,2923,Nalgonda,Adavi devula palli,231.0,70.6,251.2,37.0,589.8,30.0,88,18.0,16.0,0,0,,,,,,,,,
2015.0,2916,Nalgonda,Anumula_Haliya,163.6,52.8,140.0,155.6,512.0,35.0,76,36.0,10.0,0,0,,,,,,,,,
2015.0,2931,Nalgonda,Chandampet,76.0,22.6,102.2,95.0,295.8,26.0,92,25.0,5.0,0,0,,,,,,,,,
2015.0,2911,Nalgonda,Chandur,129.0,19.8,158.2,122.6,429.6,39.0,75,37.0,10.0,0,0,,,,,,,,,
2015.0,2913,Nalgonda,Chinthapalle,76.0,7.4,169.0,118.6,371.0,25.0,90,25.0,7.0,0,0,,,,,,,,,
2015.0,2901,Nalgonda,Chityala,96.2,34.8,173.2,153.4,457.6,31.0,83,31.0,7.0,1,0,,,,,,,,,
2015.0,2922,Nalgonda,Damaracherla,231.0,70.6,251.2,37.0,589.8,30.0,88,18.0,16.0,0,0,,,,,,,,,
2015.0,2929,Nalgonda,Devarakonda,113.4,29.8,176.2,251.0,570.4,33.0,83,24.0,15.0,0,0,,,,,,,,,
2015.0,2930,Nalgonda,Gundlapalle,74.6,49.8,106.0,139.4,369.8,23.0,96,19.0,7.0,0,0,,,,,,,,,
2015.0,2915,Nalgonda,Gurrampode,182.2,77.2,232.8,92.2,584.4,37.0,79,32.0,9.0,2,0,,,,,,,,,
2015.0,2909,Nalgonda,Kangal,116.4,30.4,175.4,121.4,443.6,29.0,80,31.0,11.0,0,0,,,,,,,,,
2015.0,2903,Nalgonda,Kattangoor,147.8,112.0,299.2,163.2,722.2,41.0,73,36.0,11.0,2,0,,,,,,,,,
2015.0,2906,Nalgonda,Kethepalle,173.4,76.6,147.2,184.6,581.8,37.0,82,29.0,11.0,0,0,,,,,,,,,
2015.0,2928,Nalgonda,Kondamallapally,113.4,29.8,176.2,251.0,570.4,33.0,83,24.0,15.0,0,0,,,,,,,,,
2015.0,2919,Nalgonda,Madugulapally,108.0,59.8,142.8,93.2,403.8,37.0,73,42.0,7.0,0,0,,,,,,,,,
2015.0,2912,Nalgonda,Marriguda,112.6,4.8,147.0,86.2,350.6,24.0,75,41.0,5.0,1,0,,,,,,,,,
2015.0,2921,Nalgonda,Miryalaguda,238.8,92.8,356.2,113.6,801.4,38.0,78,30.0,11.0,3,0,,,,,,,,,
2015.0,2910,Nalgonda,Munugode,254.8,36.0,300.4,144.4,735.6,34.0,84,19.0,18.0,1,0,,,,,,,,,
2015.0,2905,Nalgonda,Nakrekal,142.8,32.4,129.8,221.8,526.8,34.0,71,42.0,8.0,1,0,,,,,,,,,
2015.0,2908,Nalgonda,Nalgonda,194.0,112.2,162.6,182.8,651.6,38.0,79,30.0,11.0,2,0,,,,,,,,,
2015.0,2914,Nalgonda,Nampalle,183.8,9.2,225.0,97.0,515.0,36.0,81,32.0,8.0,1,0,,,,,,,,,
2015.0,2902,Nalgonda,Narketpalle,111.2,30.4,230.2,124.2,496.0,41.0,75,40.0,7.0,0,0,,,,,,,,,
2015.0,2927,Nalgonda,Neredugommu,76.0,22.6,102.2,95.0,295.8,26.0,92,25.0,5.0,0,0,,,,,,,,,
2015.0,2917,Nalgonda,Nidamanur,161.0,42.8,227.8,310.0,741.6,32.0,89,18.0,14.0,0,1,,,,,,,,,
2015.0,2926,Nalgonda,Pedda_adiserlapalle,85.2,28.4,186.2,90.0,389.8,28.0,85,28.0,9.0,0,0,,,,,,,,,
2015.0,2925,Nalgonda,Peddavura,141.0,10.0,258.8,55.6,465.4,40.0,78,37.0,7.0,0,0,,,,,,,,,
2015.0,2904,Nalgonda,Saligouraram,181.8,40.4,92.8,189.2,504.2,28.0,95,15.0,12.0,0,0,,,,,,,,,
2015.0,2907,Nalgonda,Thipparthi,108.0,59.8,142.8,93.2,403.8,37.0,73,42.0,7.0,0,0,,,,,,,,,
2015.0,2918,Nalgonda,Thripuraram,249.2,70.6,405.4,58.6,783.8,31.0,91,14.0,15.0,2,0,,,,,,,,,
2015.0,2924,Nalgonda,Tirumalagiri_Sagar,161.0,42.8,227.8,310.0,741.6,32.0,89,18.0,14.0,0,1,,,,,,,,,
2015.0,2920,Nalgonda,Vemulapalle,162.0,73.6,217.0,162.6,615.2,31.0,88,20.0,13.0,0,1,,,,,,,,,
2015.0,403,Nirmal,Basar,212.6,77.0,221.2,76.0,586.8,31.0,80,29.0,12.0,1,0,,,,,,,,,
2015.0,405,Nirmal,Bhainsa,317.4,117.8,184.4,47.8,667.4,38.0,77,32.0,12.0,1,0,,,,,,,,,
2015.0,419,Nirmal,Dastuarabad,162.0,184.6,109.4,182.2,638.2,29.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,409,Nirmal,Dilawarpur,333.8,150.2,196.0,59.2,739.2,37.0,71,32.0,19.0,0,0,,,,,,,,,
2015.0,418,Nirmal,Kaddampeddur,162.0,184.6,109.4,182.2,638.2,29.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,417,Nirmal,Khanpur,169.4,143.4,160.6,120.0,593.4,38.0,75,33.0,14.0,0,0,,,,,,,,,
2015.0,401,Nirmal,Kubeer,170.6,124.2,264.6,123.6,683.0,37.0,76,28.0,17.0,1,0,,,,,,,,,
2015.0,406,Nirmal,Kuntala,224.8,108.0,178.6,121.2,632.6,38.0,79,29.0,14.0,0,0,,,,,,,,,
2015.0,414,Nirmal,Laxmanchanda,258.8,102.2,176.8,95.0,632.8,32.0,81,24.0,17.0,0,0,,,,,,,,,
2015.0,408,Nirmal,Lokeswaram,250.0,126.8,151.4,62.2,590.4,35.0,78,33.0,10.0,1,0,,,,,,,,,
2015.0,415,Nirmal,Mamda,218.6,89.4,117.8,47.2,473.0,34.0,77,35.0,10.0,0,0,,,,,,,,,
2015.0,404,Nirmal,Mudhole,212.6,77.0,221.2,76.0,586.8,31.0,80,29.0,12.0,1,0,,,,,,,,,
2015.0,407,Nirmal,Narsapur_G,224.8,108.0,178.6,121.2,632.6,38.0,79,29.0,14.0,0,0,,,,,,,,,
2015.0,411,Nirmal,Nirmal,277.8,160.6,306.6,156.4,901.4,43.0,72,33.0,15.0,2,0,,,,,,,,,
2015.0,412,Nirmal,Nirmal_Rural,277.8,160.6,306.6,156.4,901.4,43.0,72,33.0,15.0,2,0,,,,,,,,,
2015.0,416,Nirmal,Pembi,169.4,143.4,160.6,120.0,593.4,38.0,75,33.0,14.0,0,0,,,,,,,,,
2015.0,410,Nirmal,Sarangapur,334.4,149.4,154.2,132.8,770.8,35.0,79,27.0,14.0,2,0,,,,,,,,,
2015.0,413,Nirmal,Soan,277.8,160.6,306.6,156.4,901.4,43.0,72,33.0,15.0,2,0,,,,,,,,,
2015.0,402,Nirmal,Tanur,168.2,77.4,161.4,34.0,441.0,35.0,81,30.0,11.0,0,0,,,,,,,,,
2015.0,503,Nizamabad,Armur,185.2,62.0,166.8,52.4,466.4,33.0,78,37.0,6.0,1,0,,,,,,,,,
2015.0,504,Nizamabad,Balkonda,229.4,50.2,124.6,20.6,424.8,24.0,93,20.0,9.0,0,0,,,,,,,,,
2015.0,526,Nizamabad,Bheemgal,158.6,48.8,133.6,32.8,373.8,30.0,88,27.0,7.0,0,0,,,,,,,,,
2015.0,516,Nizamabad,Bodhan,170.8,26.2,211.6,75.6,484.2,30.0,83,30.0,9.0,0,0,,,,,,,,,
2015.0,525,Nizamabad,Dharpalle,115.2,89.6,133.8,41.8,380.4,30.0,79,34.0,9.0,0,0,,,,,,,,,
2015.0,523,Nizamabad,Dichpalle,131.2,56.6,179.2,77.2,444.2,33.0,81,36.0,4.0,1,0,,,,,,,,,
2015.0,524,Nizamabad,Indalwai,115.2,89.6,133.8,41.8,380.4,30.0,79,34.0,9.0,0,0,,,,,,,,,
2015.0,511,Nizamabad,Jakranpalle,164.8,40.2,204.0,84.4,493.4,29.0,92,20.0,10.0,0,0,,,,,,,,,
2015.0,508,Nizamabad,Kammarpalle,193.8,23.8,35.4,106.6,359.6,24.0,92,21.0,9.0,0,0,,,,,,,,,
2015.0,517,Nizamabad,Kotgiri,169.2,46.6,219.2,67.2,502.2,30.0,89,23.0,9.0,1,0,,,,,,,,,
2015.0,512,Nizamabad,Makloor,258.8,71.8,235.4,47.4,613.4,33.0,87,21.0,12.0,2,0,,,,,,,,,
2015.0,506,Nizamabad,Mendora,229.4,50.2,124.6,20.6,424.8,24.0,93,20.0,9.0,0,0,,,,,,,,,
2015.0,509,Nizamabad,Mortad,219.2,39.4,66.8,29.0,354.4,32.0,86,29.0,7.0,0,0,,,,,,,,,
2015.0,522,Nizamabad,Mugpal,138.6,66.9,229.3,55.3,490.1,36.0,79,37.0,5.0,0,1,,,,,,,,,
2015.0,505,Nizamabad,Mupkal,229.4,50.2,124.6,20.6,424.8,24.0,93,20.0,9.0,0,0,,,,,,,,,
2015.0,502,Nizamabad,Nandipet,172.0,37.4,134.8,89.2,433.4,30.0,88,23.0,11.0,0,0,,,,,,,,,
2015.0,501,Nizamabad,Navipet,140.2,104.0,238.4,89.0,571.6,35.0,87,25.0,9.0,1,0,,,,,,,,,
2015.0,513,Nizamabad,Nizamabad_North,138.6,66.9,229.3,55.3,490.1,36.0,79,37.0,5.0,0,1,,,,,,,,,
2015.0,520,Nizamabad,Nizamabad_Rural,138.6,66.9,229.3,55.3,490.1,36.0,79,37.0,5.0,0,1,,,,,,,,,
2015.0,521,Nizamabad,Nizamabad_South,138.6,66.9,229.3,55.3,490.1,36.0,79,37.0,5.0,0,1,,,,,,,,,
2015.0,515,Nizamabad,Ranjal,125.8,54.0,119.0,53.6,352.4,28.0,83,32.0,7.0,0,0,,,,,,,,,
2015.0,518,Nizamabad,Rudrur,169.2,46.6,219.2,67.2,502.2,30.0,89,23.0,9.0,1,0,,,,,,,,,
2015.0,527,Nizamabad,Sirkonda,158.8,29.6,185.8,41.4,415.6,35.0,74,42.0,5.0,1,0,,,,,,,,,
2015.0,510,Nizamabad,Vailpur,259.4,20.2,106.4,35.4,421.4,26.0,88,25.0,9.0,0,0,,,,,,,,,
2015.0,519,Nizamabad,Varni,119.4,70.4,191.0,56.6,437.4,36.0,83,33.0,5.0,1,0,,,,,,,,,
2015.0,514,Nizamabad,Yeda_Palle,118.4,39.0,166.6,34.0,358.0,25.0,84,32.0,6.0,0,0,,,,,,,,,
2015.0,507,Nizamabad,Yergatla,219.2,39.4,66.8,29.0,354.4,32.0,86,29.0,7.0,0,0,,,,,,,,,
